,,Desmatamento (ha):bar:100,,,,,,,,Desmatamento total  (ha),Usinas Hidrelétricas,,,PCHs,,,Mineração (t),
344269,,3575,7520,8570,8607,,,,,28272,,,,,,,,
344270,,9074,9866,9922,9923,,,,,38785,,,,,,,,
344271,,12214,12214,12214,12214,,,,,48856,,,,,,,,
344272,,239,285,292,295,,,,,1111,,,,,,,,
344274,,1,1,1,1,,,,,4,,,,,,,,
344275,,29311,33785,34065,34075,,,,,131236,,,,,,,,
344276,,137,137,137,137,,,,,548,,,,,,,,
344278,,1,566,878,878,,,,,2323,,,,,,,,
344279,,301,301,301,301,,,,,1204,,,,,,,,
344280,,13359,13869,13899,13899,,,,,55026,,,,,,,,
344281,,231,231,231,231,,,,,924,,,,,,,,
344282,,5474,8549,10828,11005,,,,,35856,,,,,,,,
344283,,9596,10437,10732,10735,,,,,41500,,,,,,,,
344284,,1173,1277,1360,1360,,,,,5170,,,,,,,,
344285,,12677,18241,18480,18500,,,,,67898,,,,,,,,
344286,,12353,14118,16016,16142,,,,,58629,,,,,,,,
344287,,13208,14428,14453,14453,,,,,56542,,,,,,,,
344288,,3034,3344,3415,3415,,,,,13208,,,,,,,,
344289,,12685,17000,19340,19436,,,,,68461,,,,,,,,
344290,,1589,1805,1887,1887,,,,,7168,,,,,,,,
345001,,1824,5592,5837,5844,,,,,19097,,,,,,,,
345002,,626,3428,3841,3866,,,,,11761,,,,,,,,
345003,,633,2422,2733,2742,,,,,8530,,,,,,,,
345004,,3565,7603,8351,8513,,,,,28032,,,,,,,,
345005,,2583,11295,16184,16184,,,,,46246,,,,,,,,
345006,,1821,2931,3387,3387,,,,,11526,,,,,,,,
345007,,5847,8969,10068,10075,,,,,34959,,,,,,,,
345008,,6614,13822,16204,16294,,,,,52934,,,,,,,,
345009,,3190,4750,5402,5402,,,,,18744,,,,,,,,
345010,,5344,7571,7891,7891,,,,,28697,,,,,,,,
345011,,2751,3157,3186,3186,,,,,12280,,,,,,,,
345012,,4262,6025,6095,6095,,,,,22477,,,,,,,,
345013,,19317,31959,34419,34532,,,,,120227,,,,,,,,
345014,,8747,11073,11495,11531,,,,,42846,,,,,,,,
345015,,147,159,159,159,,,,,624,,,,,,,,
345016,,2434,5724,6460,6463,,,,,21081,,,,,,,,
345017,,300,1553,1703,1703,,,,,5259,,,,,,,,
345018,,13,410,410,410,,,,,1243,,,,,,,,
345020,,9237,11273,11724,11734,,,,,43968,,,,,,,,
345021,,600,1434,1721,1721,,,,,5476,,,,,,,,
345022,,3484,3670,3670,3670,,,,,14494,,,,,,,,
345023,,8067,11329,11773,11825,,,,,42994,,,,,,,,
345024,,718,988,1106,1106,,,,,3918,,,,,,,,
345026,,8841,15498,16619,16737,,,,,57695,,,,,,,,
345027,,941,2380,3121,3151,,,,,9593,,,,,,,,
345029,,1725,2535,2671,2671,,,,,9602,,,,,,,,
345032,,568,1169,1684,1820,,,,,5241,,,,,,,,
345034,,2674,4248,4447,4447,,,,,15816,,,,,,,,
345038,,6725,8852,8944,8967,,,,,33488,,,,,,,,
345039,,535,1235,1449,1464,,,,,4683,,,,,,,,
345040,,5680,8858,9595,9613,,,,,33746,,,,,,,,
345048,,7906,12158,12384,12393,,,,,44841,,,,,,,,
345050,,3446,5143,5863,5943,,,,,20395,,,,,,,,
345053,,16445,21205,21585,21638,,,,,80873,,,,,,,,
345057,,687,1655,1875,1889,,,,,6106,,,,,,,,
345060,,2274,2871,2893,2893,,,,,10931,,,,,,,,
345064,,5177,6844,6978,7022,,,,,26021,,,,,,,,
345065,,69,188,195,195,,,,,647,,,,,,,,
345066,,19108,24895,25500,25578,,,,,95081,,,,,,,,
345067,,8601,13521,14139,14200,,,,,50461,,,,,,,,
345073,,121,136,137,137,,,,,531,,,,,,,,
345078,,10572,15267,15716,15786,,,,,57341,,,,,,,,
345081,,6288,8826,8992,9035,,,,,33141,,,,,,,,
345093,,11885,17762,18648,18944,,,,,67239,,,,,,,,
345101,,116,198,199,225,,,,,738,,,,,,,,
345102,,7212,9363,9921,10190,,,,,36686,,,,,,,,
345105,,2634,3476,3642,3698,,,,,13450,,,,,,,,
345112,,5399,6102,6218,6272,,,,,23991,,,,,,,,
345115,,9893,10114,10178,10202,,,,,40387,,,,,,,,
345120,,1523,3843,4559,4892,,,,,14817,,,,,,,,
345123,,172,1028,1042,1042,,,,,3284,,,,,,,,
345130,,1016,1627,1954,2106,,,,,6703,,,,,,,,
345136,,2155,3223,3594,3712,,,,,12684,,,,,,,,
345137,,21931,26882,27882,28725,,,,,105420,,,,,,,,
345139,,198,311,403,445,,,,,1357,,,,,,,,
345143,,3183,4133,4521,4611,,,,,16448,,,,,,,,
347001,,19,44,44,44,,,,,151,,,,,,,,
347003,,0,0,7,7,,,,,14,,,,,,,,
347004,,203,244,260,260,,,,,967,,,,,,,,
347006,,45,45,45,45,,,,,180,,,,,,,,
347008,,2209,3522,3878,3953,,,,,13562,,,,,,,,
347009,,0,0,0,0,,,,,0,,,,,,,,
347010,,3968,5621,5977,5992,,,,,21558,,,,,,,,
347015,,1075,1577,1742,1742,,,,,6136,,,,,,,,
347016,,0,5,5,5,,,,,15,,,,,,,,
347017,,128,198,198,198,,,,,722,,,,,,,,
347018,,170,201,226,226,,,,,823,,,,,,,,
347020,,70,70,70,70,,,,,280,,,,,,,,
347021,,6751,8329,8723,8723,,,,,32526,,,,,,,,
347023,,6,6,6,6,,,,,24,,,,,,,,
347027,,3126,4714,5143,5155,,,,,18138,,,,,,,,
347030,,4474,6292,7422,7529,,,,,25717,,,,,,,,
347031,,162,195,195,195,,,,,747,,,,,,,,
347032,,467,534,572,579,,,,,2152,,,,,,,,
347033,,8,9,11,11,,,,,39,,,,,,,,
347034,,276,336,346,346,,,,,1304,,,,,,,,
347036,,39,49,53,53,,,,,194,,,,,,,,
347039,,6,16,16,16,,,,,54,,,,,,,,
347041,,242,264,274,274,,,,,1054,,,,,,,,
347042,,36,51,74,74,,,,,235,,,,,,,,
347043,,544,589,627,627,,,,,2387,,,,,,,,
